id,name,category,subCategory,availableQuantity,orderedQuantity,price,maxQuantity,color1,color2,color3,color4,size1,size2,size3,size4,size5,size6,size7
5ff0b509fc13ae631b00005a,Denim Regular Fit Jeans,QuanAo,Zeans,167,0,595,2,272458,222222,202830,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b00005b,Jogger Jeans Stretch,QuanAo,Zeans,167,0,364,2,4C516D,4E8510,-,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b00005c,Jogger Jeans Stretch,QuanAo,Zeans,124,0,416,1,272458,222222,202830,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b00005d,Cotton Solid Half Sleeve Shirt,QuanAo,Shirt,121,0,326,3,00FFEF,1F2737,FAFAD2,DCAE96,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b00005e,Slim Fit Jeans,QuanAo,Zeans,131,0,368,1,272458,222222,202830,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b00005f,Cotton Casual Shirt for Men Full Sleeves,QuanAo,Shirt,197,0,652,2,00FFEF,1F2737,FAFAD2,DCAE96,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000060,Yellow T-Shirt,QuanAo,T-Shirt,104,0,798,1,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000061,Slim Fit Black Stretch Jeans,QuanAo,Zeans,182,0,607,1,272458,222222,202830,-,28,30,32,34,36,38,40
5ff0b509fc13ae631b000062,Cotton Roundneck T-Shirt,QuanAo,T-Shirt,178,0,480,2,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000063,Solid Regular Fit T-Shirt,QuanAo,T-Shirt,133,0,504,2,882D17,252440,-,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000064,Casual Shirt,QuanAo,Shirt,127,0,305,3,006A4E,D8D994,87CEEB,808000,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000065,Poly Cotton Tshirt,QuanAo,T-Shirt,184,0,775,3,E9E9ED,F2F3F4,722F37,-,S,M,L,XL,2XL,-,-
5ff0b509fc13ae631b000106,Sports Shoes for Men | Lace up Lightweight Shoes for Running,Giay,Giay the thao,183,0,1376,3,00FFEF,1F2737,FAFAD2,DCAE96,39,40,41,42,43,-,-
5ff0b509fc13ae631b000107,Men's Running Shoes,Giay,Giay the thao,157,0,1001,2,272458,222222,202830,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000108,Men's Sports Latest Stylish Casual Sneakers,Giay,Giay the thao,172,0,884,3,006A4E,D8D994,87CEEB,808000,39,40,41,42,43,-,-
5ff0b509fc13ae631b000109,Men's Wonder-13 Sports Running Shoes,Giay,Giay the thao,180,0,889,1,882D17,252440,-,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000110,"Men's Bullet-02 Grey Green Walking,Sports,Gym,Running Shoes",Giay,Giay the thao,162,0,608,2,006A4E,D8D994,87CEEB,808000,39,40,41,42,43,-,-
5ff0b509fc13ae631b000111,Men SM-482 Sports Shoes,Giay,Giay the thao,156,0,1001,1,272458,222222,202830,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000112,Men's Loire-z126 Running Shoes,Giay,Giay the thao,167,0,1076,3,00FFEF,1F2737,FAFAD2,DCAE96,39,40,41,42,43,-,-
5ff0b509fc13ae631b000113,CRETA-12 Running Shoes for Men I Sport Shoes for Boys,Giay,Giay the thao,167,0,702,1,E9E9ED,F2F3F4,722F37,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000114,Men's Air Series Mesh Sports Running Shoes White,Giay,Giay the thao,196,0,1415,2,006A4E,D8D994,87CEEB,808000,39,40,41,42,43,-,-
5ff0b509fc13ae631b000115,Men's SM-614 Navy Blue Neon Orange Running,Giay,Giay the thao,189,0,773,3,882D17,252440,-,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000116,Men's Formal Lace Up Shoes,Giay,Giay dep,182,0,604,2,272458,222222,202830,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000117,Men Flexible-Stitched Sole Premium Formal Shoes for Men,Giay,Giay dep,198,0,632,1,E9E9ED,F2F3F4,722F37,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000118,Centrino Men's 7956 Formal Shoes,Giay,Giay dep,174,0,792,3,006A4E,D8D994,87CEEB,808000,39,40,41,42,43,-,-
5ff0b509fc13ae631b000119,Men's A206 Black Patent Leather Formal Shoes.,Giay,Giay dep,189,0,1436,3,272458,222222,202830,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000120,Men's Formal Slip on Shoes,Giay,Giay dep,164,0,1225,3,00FFEF,1F2737,FAFAD2,DCAE96,39,40,41,42,43,-,-
5ff0b509fc13ae631b000121,Men Genuine Leather Formal/Office Shoe,Giay,Giay dep,165,0,1479,3,E9E9ED,F2F3F4,722F37,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000122,Men's Synthetic Formal Shoes,Giay,Giay dep,187,0,1379,1,882D17,252440,-,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000123,Men's Remo 28 M1 Formal Shoes,Giay,Giay dep,154,0,1045,1,006A4E,D8D994,87CEEB,808000,39,40,41,42,43,-,-
5ff0b509fc13ae631b000124,"Men Formal Shoes, Lace Up Formal Shoes for Men",Giay,Giay dep,158,0,784,3,272458,222222,202830,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000125,MAX Men's Black Formal Shoes,Giay,Giay dep,150,0,894,2,E9E9ED,F2F3F4,722F37,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000126,Men's Casual Loafers and Sneakers Shoes (Navy and Blue),Giay,Giay Kieu,169,0,1017,2,00FFEF,1F2737,FAFAD2,DCAE96,39,40,41,42,43,-,-
5ff0b509fc13ae631b000127,Men SM-162 Casual Shoes,Giay,Giay Kieu,183,0,598,3,272458,222222,202830,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000128,Sparx Men's Running Shoe,Giay,Giay Kieu,191,0,645,3,006A4E,D8D994,87CEEB,808000,39,40,41,42,43,-,-
5ff0b509fc13ae631b000129,1204 Sneakers Casuals Canvas Shoes for Men,Giay,Giay Kieu,170,0,827,1,882D17,252440,-,-,39,40,41,42,43,-,-
5ff0b509fc13ae631b000130,Men's 3322 Sneakers,Giay,Giay Kieu,196,0,752,2,E9E9ED,F2F3F4,722F37,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000131,Casual Sneakers Shoes for Men Black,Giay,Giay Kieu,174,0,722,3,006A4E,D8D994,87CEEB,808000,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000132,Mens Fly Knit Multi Casual Shoes,Giay,Giay Kieu,184,0,783,3,00FFEF,1F2737,FAFAD2,DCAE96,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000133,Stylish Trendy Casual Sneakers Shoes for Boys & Mens,Giay,Giay Kieu,153,0,1001,2,272458,222222,202830,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000134,Comfortable Casual Shoes for Men's and Boy's,Giay,Giay Kieu,200,0,1328,2,E9E9ED,F2F3F4,722F37,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
5ff0b509fc13ae631b000135,Men's Casual Shoes Sneaker,Giay,Giay Kieu,150,0,680,1,272458,222222,202830,-,6 UK,7 UK,8 UK,9 UK,10 UK,-,-
